Id,Outcome Type
12685,Adoption
12686,Adoption
12687,Return to Owner
12688,Adoption
12689,Adoption
12690,Adoption
12691,Adoption
12692,Adoption
12693,Adoption
12694,Adoption
12695,Adoption
12696,Return to Owner
12697,Transfer
12698,Transfer
12699,Adoption
12700,Adoption
12701,Adoption
12702,Transfer
12703,Adoption
12704,Adoption
12705,Return to Owner
12706,Adoption
12707,Transfer
12708,Adoption
12709,Return to Owner
12710,Adoption
12711,Adoption
12712,Return to Owner
12713,Adoption
12714,Transfer
12715,Return to Owner
12716,Adoption
12717,Transfer
12718,Adoption
12719,Adoption
12720,Adoption
12721,Return to Owner
12722,Adoption
12723,Transfer
12724,Adoption
12725,Transfer
12726,Adoption
12727,Adoption
12728,Adoption
12729,Return to Owner
12730,Return to Owner
12731,Adoption
12732,Adoption
12733,Adoption
12734,Adoption
12735,Adoption
12736,Transfer
12737,Adoption
12738,Adoption
12739,Adoption
12740,Adoption
12741,Adoption
12742,Transfer
12743,Adoption
12744,Euthanasia
12745,Transfer
12746,Adoption
12747,Return to Owner
12748,Adoption
12749,Adoption
12750,Return to Owner
12751,Adoption
12752,Transfer
12753,Adoption
12754,Return to Owner
12755,Adoption
12756,Return to Owner
12757,Adoption
12758,Return to Owner
12759,Return to Owner
12760,Adoption
12761,Adoption
12762,Return to Owner
12763,Adoption
12764,Transfer
12765,Transfer
12766,Transfer
12767,Adoption
12768,Adoption
12769,Euthanasia
12770,Adoption
12771,Return to Owner
12772,Adoption
12773,Return to Owner
12774,Return to Owner
12775,Return to Owner
12776,Transfer
12777,Return to Owner
12778,Transfer
12779,Return to Owner
12780,Return to Owner
12781,Transfer
12782,Adoption
12783,Transfer
12784,Adoption
12785,Return to Owner
12786,Return to Owner
12787,Adoption
12788,Adoption
12789,Return to Owner
12790,Adoption
12791,Adoption
12792,Transfer
12793,Return to Owner
12794,Adoption
12795,Adoption
12796,Return to Owner
12797,Adoption
12798,Return to Owner
12799,Adoption
12800,Transfer
12801,Adoption
12802,Adoption
12803,Adoption
12804,Adoption
12805,Adoption
12806,Return to Owner
12807,Return to Owner
12808,Adoption
12809,Transfer
12810,Adoption
12811,Adoption
12812,Transfer
12813,Adoption
12814,Adoption
12815,Adoption
12816,Adoption
12817,Transfer
12818,Adoption
12819,Adoption
12820,Adoption
12821,Transfer
12822,Adoption
12823,Transfer
12824,Adoption
12825,Return to Owner
12826,Adoption
12827,Return to Owner
12828,Return to Owner
12829,Adoption
12830,Adoption
12831,Transfer
12832,Adoption
12833,Adoption
12834,Adoption
12835,Adoption
12836,Return to Owner
12837,Adoption
12838,Transfer
12839,Transfer
12840,Adoption
12841,Adoption
12842,Adoption
12843,Adoption
12844,Return to Owner
12845,Adoption
12846,Return to Owner
12847,Adoption
12848,Adoption
12849,Adoption
12850,Transfer
12851,Transfer
12852,Adoption
12853,Adoption
12854,Transfer
12855,Transfer
12856,Adoption
12857,Return to Owner
12858,Adoption
12859,Return to Owner
12860,Adoption
12861,Transfer
12862,Return to Owner
12863,Return to Owner
12864,Adoption
12865,Euthanasia
12866,Adoption
12867,Return to Owner
12868,Adoption
12869,Transfer
12870,Transfer
12871,Adoption
12872,Adoption
12873,Adoption
12874,Adoption
12875,Adoption
12876,Transfer
12877,Adoption
12878,Adoption
12879,Adoption
12880,Transfer
12881,Transfer
12882,Adoption
12883,Adoption
12884,Return to Owner
12885,Adoption
12886,Adoption
12887,Adoption
12888,Adoption
12889,Adoption
12890,Transfer
12891,Adoption
12892,Adoption
12893,Adoption
12894,Adoption
12895,Transfer
12896,Adoption
12897,Return to Owner
12898,Adoption
12899,Transfer
12900,Adoption
12901,Adoption
12902,Return to Owner
12903,Adoption
12904,Adoption
12905,Adoption
12906,Adoption
12907,Adoption
12908,Return to Owner
12909,Adoption
12910,Adoption
12911,Adoption
12912,Adoption
12913,Transfer
12914,Adoption
12915,Transfer
12916,Adoption
12917,Transfer
12918,Adoption
12919,Return to Owner
12920,Transfer
12921,Transfer
12922,Adoption
12923,Adoption
12924,Euthanasia
12925,Return to Owner
12926,Adoption
12927,Adoption
12928,Return to Owner
12929,Transfer
12930,Return to Owner
12931,Adoption
12932,Transfer
12933,Transfer
12934,Adoption
12935,Adoption
12936,Adoption
12937,Transfer
12938,Transfer
12939,Adoption
12940,Adoption
12941,Transfer
12942,Adoption
12943,Adoption
12944,Adoption
12945,Return to Owner
12946,Adoption
12947,Adoption
12948,Transfer
12949,Adoption
12950,Adoption
12951,Return to Owner
12952,Adoption
12953,Return to Owner
12954,Transfer
12955,Transfer
12956,Adoption
12957,Adoption
12958,Adoption
12959,Transfer
12960,Adoption
12961,Adoption
12962,Transfer
12963,Adoption
12964,Return to Owner
12965,Transfer
12966,Adoption
12967,Adoption
12968,Adoption
12969,Adoption
12970,Adoption
12971,Transfer
12972,Return to Owner
12973,Adoption
12974,Adoption
12975,Adoption
12976,Return to Owner
12977,Adoption
12978,Transfer
12979,Adoption
12980,Adoption
12981,Return to Owner
12982,Adoption
12983,Return to Owner
12984,Transfer
12985,Adoption
12986,Adoption
12987,Adoption
12988,Return to Owner
12989,Adoption
12990,Adoption
12991,Adoption
12992,Adoption
12993,Adoption
12994,Adoption
12995,Return to Owner
12996,Return to Owner
12997,Adoption
12998,Adoption
12999,Adoption
13000,Transfer
13001,Transfer
13002,Return to Owner
13003,Adoption
13004,Adoption
13005,Adoption
13006,Adoption
13007,Transfer
13008,Adoption
13009,Adoption
13010,Adoption
13011,Adoption
13012,Adoption
13013,Adoption
13014,Adoption
13015,Transfer
13016,Adoption
13017,Return to Owner
13018,Adoption
13019,Adoption
13020,Adoption
13021,Return to Owner
13022,Adoption
13023,Return to Owner
13024,Adoption
13025,Transfer
13026,Adoption
13027,Adoption
13028,Adoption
13029,Adoption
13030,Adoption
13031,Adoption
13032,Adoption
13033,Adoption
13034,Adoption
13035,Adoption
13036,Adoption
13037,Return to Owner
13038,Adoption
13039,Adoption
13040,Adoption
13041,Adoption
13042,Transfer
13043,Adoption
13044,Adoption
13045,Adoption
13046,Adoption
13047,Transfer
13048,Adoption
13049,Adoption
13050,Adoption
13051,Transfer
13052,Adoption
13053,Return to Owner
13054,Adoption
13055,Transfer
13056,Euthanasia
13057,Adoption
13058,Transfer
13059,Adoption
13060,Adoption
13061,Transfer
13062,Adoption
13063,Adoption
13064,Adoption
13065,Adoption
13066,Adoption
13067,Return to Owner
13068,Adoption
13069,Transfer
13070,Return to Owner
13071,Adoption
13072,Adoption
13073,Transfer
13074,Return to Owner
13075,Adoption
13076,Adoption
13077,Transfer
13078,Adoption
13079,Adoption
13080,Return to Owner
13081,Return to Owner
13082,Adoption
13083,Return to Owner
13084,Euthanasia
13085,Transfer
13086,Adoption
13087,Return to Owner
13088,Adoption
13089,Return to Owner
13090,Adoption
13091,Transfer
13092,Return to Owner
13093,Adoption
13094,Adoption
13095,Adoption
13096,Adoption
13097,Adoption
13098,Return to Owner
13099,Adoption
13100,Return to Owner
13101,Adoption
13102,Transfer
13103,Adoption
13104,Transfer
13105,Adoption
13106,Return to Owner
13107,Adoption
13108,Adoption
13109,Adoption
13110,Adoption
13111,Adoption
13112,Adoption
13113,Return to Owner
13114,Adoption
13115,Adoption
13116,Adoption
13117,Transfer
13118,Return to Owner
13119,Return to Owner
13120,Adoption
13121,Adoption
13122,Return to Owner
13123,Adoption
13124,Transfer
13125,Adoption
13126,Adoption
13127,Transfer
13128,Adoption
13129,Transfer
13130,Adoption
13131,Adoption
13132,Return to Owner
13133,Adoption
13134,Adoption
13135,Return to Owner
13136,Adoption
13137,Transfer
13138,Adoption
13139,Adoption
13140,Transfer
13141,Adoption
13142,Adoption
13143,Adoption
13144,Transfer
13145,Adoption
13146,Adoption
13147,Transfer
13148,Transfer
13149,Return to Owner
13150,Return to Owner
13151,Return to Owner
13152,Adoption
13153,Adoption
13154,Adoption
13155,Return to Owner
13156,Adoption
13157,Adoption
13158,Transfer
13159,Transfer
13160,Adoption
13161,Return to Owner
13162,Adoption
13163,Adoption
13164,Adoption
13165,Adoption
13166,Adoption
13167,Adoption
13168,Adoption
13169,Adoption
13170,Adoption
13171,Adoption
13172,Transfer
13173,Euthanasia
13174,Adoption
13175,Adoption
13176,Adoption
13177,Adoption
13178,Adoption
13179,Transfer
13180,Return to Owner
13181,Adoption
13182,Adoption
13183,Adoption
13184,Adoption
13185,Adoption
13186,Adoption
13187,Return to Owner
13188,Adoption
13189,Adoption
13190,Adoption
13191,Transfer
13192,Adoption
13193,Adoption
13194,Adoption
13195,Adoption
13196,Adoption
13197,Return to Owner
13198,Adoption
13199,Return to Owner
13200,Adoption
13201,Adoption
13202,Adoption
13203,Adoption
13204,Return to Owner
13205,Transfer
13206,Adoption
13207,Adoption
13208,Return to Owner
13209,Adoption
13210,Return to Owner
13211,Adoption
13212,Adoption
13213,Transfer
13214,Adoption
13215,Adoption
13216,Adoption
13217,Adoption
13218,Adoption
13219,Adoption
13220,Adoption
13221,Transfer
13222,Adoption
13223,Adoption
13224,Adoption
13225,Adoption
13226,Adoption
13227,Adoption
13228,Adoption
13229,Return to Owner
13230,Return to Owner
13231,Return to Owner
13232,Adoption
13233,Adoption
13234,Return to Owner
13235,Adoption
13236,Adoption
13237,Return to Owner
13238,Adoption
13239,Adoption
13240,Adoption
13241,Adoption
13242,Adoption
13243,Return to Owner
13244,Transfer
13245,Return to Owner
13246,Transfer
13247,Adoption
13248,Adoption
13249,Adoption
13250,Adoption
13251,Adoption
13252,Return to Owner
13253,Adoption
13254,Adoption
13255,Adoption
13256,Return to Owner
13257,Adoption
13258,Return to Owner
13259,Adoption
13260,Adoption
13261,Transfer
13262,Return to Owner
13263,Transfer
13264,Adoption
13265,Adoption
13266,Adoption
13267,Transfer
13268,Adoption
13269,Transfer
13270,Adoption
13271,Adoption
13272,Transfer
13273,Return to Owner
13274,Adoption
13275,Euthanasia
13276,Adoption
13277,Transfer
13278,Adoption
13279,Transfer
13280,Adoption
13281,Adoption
13282,Adoption
13283,Adoption
13284,Euthanasia
13285,Return to Owner
13286,Return to Owner
13287,Transfer
13288,Adoption
13289,Return to Owner
13290,Adoption
13291,Adoption
13292,Adoption
13293,Adoption
13294,Adoption
13295,Adoption
13296,Adoption
13297,Transfer
13298,Adoption
13299,Adoption
13300,Adoption
13301,Adoption
13302,Transfer
13303,Adoption
13304,Adoption
13305,Adoption
13306,Return to Owner
13307,Transfer
13308,Adoption
13309,Adoption
13310,Adoption
13311,Return to Owner
13312,Adoption
13313,Adoption
13314,Transfer
13315,Return to Owner
13316,Return to Owner
13317,Return to Owner
13318,Adoption
13319,Adoption
13320,Adoption
13321,Adoption
13322,Transfer
13323,Adoption
13324,Adoption
13325,Adoption
13326,Adoption
13327,Adoption
13328,Adoption
13329,Return to Owner
13330,Adoption
13331,Adoption
13332,Adoption
13333,Adoption
13334,Adoption
13335,Transfer
13336,Adoption
13337,Transfer
13338,Adoption
13339,Adoption
13340,Return to Owner
13341,Adoption
13342,Adoption
13343,Return to Owner
13344,Return to Owner
13345,Transfer
13346,Adoption
13347,Transfer
13348,Return to Owner
13349,Adoption
13350,Adoption
13351,Adoption
13352,Adoption
13353,Adoption
13354,Adoption
13355,Adoption
13356,Return to Owner
13357,Adoption
13358,Adoption
13359,Adoption
13360,Transfer
13361,Adoption
13362,Adoption
13363,Adoption
13364,Adoption
13365,Transfer
13366,Adoption
13367,Transfer
13368,Adoption
13369,Adoption
13370,Transfer
13371,Adoption
13372,Adoption
13373,Adoption
13374,Transfer
13375,Adoption
13376,Adoption
13377,Transfer
13378,Adoption
13379,Adoption
13380,Return to Owner
13381,Adoption
13382,Adoption
13383,Adoption
13384,Return to Owner
13385,Adoption
13386,Adoption
13387,Adoption
13388,Adoption
13389,Transfer
13390,Adoption
13391,Return to Owner
13392,Adoption
13393,Transfer
13394,Adoption
13395,Adoption
13396,Return to Owner
13397,Transfer
13398,Adoption
13399,Return to Owner
13400,Adoption
13401,Adoption
13402,Adoption
13403,Transfer
13404,Adoption
13405,Adoption
13406,Adoption
13407,Return to Owner
13408,Transfer
13409,Adoption
13410,Adoption
13411,Return to Owner
13412,Adoption
13413,Transfer
13414,Adoption
13415,Return to Owner
13416,Adoption
13417,Adoption
13418,Adoption
13419,Adoption
13420,Adoption
13421,Adoption
13422,Return to Owner
13423,Transfer
13424,Adoption
13425,Adoption
13426,Adoption
13427,Adoption
13428,Euthanasia
13429,Adoption
13430,Return to Owner
13431,Adoption
13432,Return to Owner
13433,Adoption
13434,Adoption
13435,Adoption
13436,Adoption
13437,Adoption
13438,Adoption
13439,Return to Owner
13440,Adoption
13441,Adoption
13442,Transfer
13443,Adoption
13444,Adoption
13445,Transfer
13446,Adoption
13447,Transfer
13448,Adoption
13449,Transfer
13450,Adoption
13451,Adoption
13452,Transfer
13453,Transfer
13454,Adoption
13455,Adoption
13456,Adoption
13457,Transfer
13458,Transfer
13459,Transfer
13460,Adoption
13461,Transfer
13462,Adoption
13463,Adoption
13464,Adoption
13465,Adoption
13466,Adoption
13467,Adoption
13468,Adoption
13469,Adoption
13470,Adoption
13471,Adoption
13472,Adoption
13473,Adoption
13474,Adoption
13475,Adoption
13476,Adoption
13477,Adoption
13478,Adoption
13479,Adoption
13480,Adoption
13481,Return to Owner
13482,Transfer
13483,Adoption
13484,Adoption
13485,Adoption
13486,Adoption
13487,Return to Owner
13488,Adoption
13489,Transfer
13490,Transfer
13491,Adoption
13492,Return to Owner
13493,Adoption
13494,Adoption
13495,Adoption
13496,Adoption
13497,Adoption
13498,Adoption
13499,Adoption
13500,Transfer
13501,Adoption
13502,Adoption
13503,Adoption
13504,Return to Owner
13505,Transfer
13506,Return to Owner
13507,Transfer
13508,Adoption
13509,Adoption
13510,Adoption
13511,Return to Owner
13512,Adoption
13513,Euthanasia
13514,Adoption
13515,Transfer
13516,Adoption
13517,Adoption
13518,Transfer
13519,Adoption
13520,Transfer
13521,Transfer
13522,Transfer
13523,Adoption
13524,Adoption
13525,Transfer
13526,Transfer
13527,Adoption
13528,Adoption
13529,Adoption
13530,Adoption
13531,Adoption
13532,Adoption
13533,Adoption
13534,Transfer
13535,Adoption
13536,Adoption
13537,Adoption
13538,Transfer
13539,Adoption
13540,Transfer
13541,Transfer
13542,Adoption
13543,Adoption
13544,Transfer
13545,Adoption
13546,Adoption
13547,Return to Owner
13548,Adoption
13549,Adoption
13550,Adoption
13551,Transfer
13552,Adoption
13553,Adoption
13554,Adoption
13555,Adoption
13556,Adoption
13557,Adoption
13558,Adoption
13559,Adoption
13560,Adoption
13561,Adoption
13562,Adoption
13563,Adoption
13564,Adoption
13565,Adoption
13566,Adoption
13567,Return to Owner
13568,Transfer
13569,Return to Owner
13570,Adoption
13571,Adoption
13572,Adoption
13573,Adoption
13574,Adoption
13575,Transfer
13576,Adoption
13577,Transfer
13578,Adoption
13579,Return to Owner
13580,Return to Owner
13581,Adoption
13582,Adoption
13583,Return to Owner
13584,Adoption
13585,Adoption
13586,Adoption
13587,Adoption
13588,Adoption
13589,Adoption
13590,Adoption
13591,Adoption
13592,Adoption
13593,Adoption
13594,Transfer
13595,Transfer
13596,Adoption
13597,Transfer
13598,Transfer
13599,Return to Owner
13600,Adoption
13601,Adoption
13602,Adoption
13603,Adoption
13604,Return to Owner
13605,Adoption
13606,Adoption
13607,Return to Owner
13608,Adoption
13609,Adoption
13610,Transfer
13611,Adoption
13612,Adoption
13613,Transfer
13614,Adoption
13615,Adoption
13616,Adoption
13617,Adoption
13618,Adoption
13619,Adoption
13620,Adoption
13621,Return to Owner
13622,Adoption
13623,Return to Owner
13624,Adoption
13625,Adoption
13626,Return to Owner
13627,Adoption
13628,Return to Owner
13629,Adoption
13630,Adoption
13631,Adoption
13632,Adoption
13633,Adoption
13634,Adoption
13635,Adoption
13636,Adoption
13637,Adoption
13638,Adoption
13639,Transfer
13640,Adoption
13641,Adoption
13642,Transfer
13643,Adoption
13644,Transfer
13645,Adoption
13646,Adoption
13647,Transfer
13648,Transfer
13649,Return to Owner
13650,Adoption
13651,Adoption
13652,Return to Owner
13653,Adoption
13654,Transfer
13655,Adoption
13656,Return to Owner
13657,Adoption
13658,Transfer
13659,Adoption
13660,Adoption
13661,Adoption
13662,Adoption
13663,Adoption
13664,Adoption
13665,Adoption
13666,Adoption
13667,Adoption
13668,Transfer
13669,Adoption
13670,Adoption
13671,Adoption
13672,Return to Owner
13673,Transfer
13674,Transfer
13675,Return to Owner
13676,Adoption
13677,Return to Owner
13678,Adoption
13679,Euthanasia
13680,Adoption
13681,Adoption
13682,Transfer
13683,Transfer
13684,Adoption
13685,Adoption
13686,Transfer
13687,Adoption
13688,Transfer
13689,Adoption
13690,Adoption
13691,Adoption
13692,Return to Owner
13693,Return to Owner
13694,Adoption
13695,Adoption
13696,Adoption
13697,Adoption
13698,Adoption
13699,Adoption
13700,Adoption
13701,Adoption
13702,Euthanasia
13703,Adoption
13704,Adoption
13705,Adoption
13706,Adoption
13707,Transfer
13708,Adoption
13709,Adoption
13710,Adoption
13711,Adoption
13712,Adoption
13713,Adoption
13714,Adoption
13715,Adoption
13716,Adoption
13717,Adoption
13718,Return to Owner
13719,Adoption
13720,Return to Owner
13721,Adoption
13722,Return to Owner
13723,Transfer
13724,Return to Owner
13725,Transfer
13726,Transfer
13727,Transfer
13728,Adoption
13729,Return to Owner
13730,Transfer
13731,Return to Owner
13732,Transfer
13733,Adoption
13734,Transfer
13735,Adoption
13736,Adoption
13737,Transfer
13738,Adoption
13739,Adoption
13740,Adoption
13741,Adoption
13742,Adoption
13743,Transfer
13744,Adoption
13745,Transfer
13746,Adoption
13747,Return to Owner
13748,Adoption
13749,Adoption
13750,Adoption
13751,Transfer
13752,Return to Owner
13753,Adoption
13754,Adoption
13755,Transfer
13756,Adoption
13757,Adoption
13758,Adoption
13759,Transfer
13760,Adoption
13761,Adoption
13762,Adoption
13763,Return to Owner
13764,Transfer
13765,Adoption
13766,Transfer
13767,Return to Owner
13768,Transfer
13769,Return to Owner
13770,Euthanasia
13771,Transfer
13772,Adoption
13773,Adoption
13774,Transfer
13775,Adoption
13776,Adoption
13777,Return to Owner
13778,Adoption
13779,Adoption
13780,Adoption
13781,Adoption
13782,Adoption
13783,Transfer
13784,Adoption
13785,Transfer
13786,Adoption
13787,Adoption
13788,Transfer
13789,Transfer
13790,Adoption
13791,Adoption
13792,Adoption
13793,Adoption
13794,Adoption
13795,Adoption
13796,Adoption
13797,Adoption
13798,Adoption
13799,Adoption
13800,Adoption
13801,Transfer
13802,Adoption
13803,Transfer
13804,Adoption
13805,Transfer
13806,Adoption
13807,Adoption
13808,Transfer
13809,Adoption
13810,Adoption
13811,Adoption
13812,Adoption
13813,Return to Owner
13814,Adoption
13815,Adoption
13816,Adoption
13817,Adoption
13818,Adoption
13819,Adoption
13820,Transfer
13821,Adoption
13822,Transfer
13823,Adoption
13824,Transfer
13825,Return to Owner
13826,Adoption
13827,Return to Owner
13828,Adoption
13829,Return to Owner
13830,Transfer
13831,Transfer
13832,Transfer
13833,Adoption
13834,Adoption
13835,Adoption
13836,Adoption
13837,Adoption
13838,Transfer
13839,Adoption
13840,Transfer
13841,Adoption
13842,Euthanasia
13843,Adoption
13844,Adoption
13845,Adoption
13846,Adoption
13847,Transfer
13848,Adoption
13849,Transfer
13850,Adoption
13851,Transfer
13852,Transfer
13853,Transfer
13854,Transfer
13855,Adoption
13856,Adoption
13857,Adoption
13858,Return to Owner
13859,Adoption
13860,Adoption
13861,Adoption
13862,Transfer
13863,Adoption
13864,Return to Owner
13865,Transfer
13866,Adoption
13867,Adoption
13868,Adoption
13869,Adoption
13870,Adoption
13871,Return to Owner
13872,Adoption
13873,Adoption
13874,Transfer
13875,Transfer
13876,Adoption
13877,Return to Owner
13878,Adoption
13879,Transfer
13880,Adoption
13881,Adoption
13882,Return to Owner
13883,Return to Owner
13884,Adoption
13885,Adoption
13886,Adoption
13887,Adoption
13888,Adoption
13889,Adoption
13890,Transfer
13891,Transfer
13892,Adoption
13893,Adoption
13894,Transfer
13895,Adoption
13896,Transfer
13897,Adoption
13898,Adoption
13899,Adoption
13900,Adoption
13901,Transfer
13902,Return to Owner
13903,Transfer
13904,Adoption
13905,Adoption
13906,Adoption
13907,Adoption
13908,Adoption
13909,Adoption
13910,Return to Owner
13911,Adoption
13912,Adoption
13913,Adoption
13914,Adoption
13915,Transfer
13916,Adoption
13917,Transfer
13918,Adoption
13919,Adoption
13920,Transfer
13921,Adoption
13922,Transfer
13923,Adoption
13924,Adoption
13925,Adoption
13926,Return to Owner
13927,Adoption
13928,Return to Owner
13929,Adoption
13930,Transfer
13931,Adoption
13932,Euthanasia
13933,Adoption
13934,Adoption
13935,Transfer
13936,Transfer
13937,Adoption
13938,Transfer
13939,Transfer
13940,Adoption
13941,Transfer
13942,Adoption
13943,Return to Owner
13944,Adoption
13945,Return to Owner
13946,Adoption
13947,Adoption
13948,Adoption
13949,Transfer
13950,Return to Owner
13951,Adoption
13952,Adoption
13953,Transfer
13954,Adoption
13955,Return to Owner
13956,Adoption
13957,Adoption
13958,Return to Owner
13959,Transfer
13960,Adoption
13961,Adoption
13962,Adoption
13963,Adoption
13964,Adoption
13965,Adoption
13966,Return to Owner
13967,Return to Owner
13968,Adoption
13969,Adoption
13970,Adoption
13971,Adoption
13972,Transfer
13973,Return to Owner
13974,Return to Owner
13975,Adoption
13976,Adoption
13977,Return to Owner
13978,Adoption
13979,Adoption
13980,Adoption
13981,Transfer
13982,Transfer
13983,Adoption
13984,Return to Owner
13985,Adoption
13986,Transfer
13987,Adoption
13988,Return to Owner
13989,Return to Owner
13990,Adoption
13991,Return to Owner
13992,Transfer
13993,Adoption
13994,Return to Owner
13995,Adoption
13996,Adoption
13997,Adoption
13998,Adoption
13999,Transfer
14000,Adoption
14001,Return to Owner
14002,Adoption
14003,Transfer
14004,Adoption
14005,Adoption
14006,Adoption
14007,Adoption
14008,Adoption
14009,Adoption
14010,Transfer
14011,Adoption
14012,Adoption
14013,Adoption
14014,Adoption
14015,Adoption
14016,Return to Owner
14017,Adoption
14018,Adoption
14019,Adoption
14020,Adoption
14021,Return to Owner
14022,Adoption
14023,Adoption
14024,Adoption
14025,Return to Owner
14026,Adoption
14027,Transfer
14028,Adoption
14029,Transfer
14030,Adoption
14031,Adoption
14032,Adoption
14033,Adoption
14034,Return to Owner
14035,Adoption
14036,Adoption
14037,Adoption
14038,Adoption
14039,Adoption
14040,Adoption
14041,Adoption
14042,Transfer
14043,Adoption
14044,Adoption
14045,Adoption
14046,Transfer
14047,Adoption
14048,Adoption
14049,Adoption
14050,Adoption
14051,Adoption
14052,Adoption
14053,Adoption
14054,Adoption
14055,Return to Owner
14056,Adoption
14057,Adoption
14058,Transfer
14059,Adoption
14060,Adoption
14061,Adoption
14062,Adoption
14063,Adoption
14064,Adoption
14065,Return to Owner
14066,Adoption
14067,Adoption
14068,Adoption
14069,Adoption
14070,Adoption
14071,Return to Owner
14072,Adoption
14073,Adoption
14074,Adoption
14075,Adoption
14076,Adoption
14077,Return to Owner
14078,Return to Owner
14079,Adoption
14080,Transfer
14081,Adoption
14082,Adoption
14083,Transfer
14084,Adoption
14085,Adoption
14086,Adoption
14087,Adoption
14088,Return to Owner
14089,Adoption
14090,Adoption
14091,Return to Owner
14092,Adoption
14093,Adoption
14094,Adoption
14095,Transfer
14096,Adoption
14097,Transfer
14098,Adoption
14099,Transfer
14100,Adoption
14101,Adoption
14102,Adoption
14103,Adoption
14104,Adoption
14105,Adoption
14106,Transfer
14107,Return to Owner
14108,Adoption
14109,Adoption
14110,Adoption
14111,Adoption
14112,Adoption
14113,Return to Owner
14114,Adoption
14115,Adoption
14116,Return to Owner
14117,Adoption
14118,Adoption
14119,Adoption
14120,Adoption
14121,Adoption
14122,Adoption
14123,Return to Owner
14124,Adoption
14125,Adoption
14126,Return to Owner
14127,Adoption
14128,Adoption
14129,Adoption
14130,Return to Owner
14131,Adoption
14132,Adoption
14133,Adoption
14134,Adoption
14135,Return to Owner
14136,Adoption
14137,Transfer
14138,Adoption
14139,Adoption
14140,Return to Owner
14141,Transfer
14142,Adoption
14143,Adoption
14144,Transfer
14145,Adoption
14146,Adoption
14147,Transfer
14148,Adoption
14149,Transfer
14150,Transfer
14151,Transfer
14152,Adoption
14153,Adoption
14154,Adoption
14155,Adoption
14156,Adoption
14157,Adoption
14158,Adoption
14159,Adoption
14160,Adoption
14161,Adoption
14162,Return to Owner
14163,Adoption
14164,Adoption
14165,Return to Owner
14166,Adoption
14167,Adoption
14168,Adoption
14169,Return to Owner
14170,Adoption
14171,Adoption
14172,Return to Owner
14173,Adoption
14174,Transfer
14175,Transfer
14176,Adoption
14177,Transfer
14178,Transfer
14179,Return to Owner
14180,Adoption
14181,Adoption
14182,Return to Owner
14183,Adoption
14184,Adoption
14185,Adoption
14186,Adoption
14187,Adoption
14188,Adoption
14189,Adoption
14190,Return to Owner
14191,Adoption
14192,Transfer
14193,Return to Owner
14194,Adoption
14195,Adoption
14196,Transfer
14197,Adoption
14198,Adoption
14199,Adoption
14200,Return to Owner
14201,Transfer
14202,Adoption
14203,Adoption
14204,Adoption
14205,Adoption
14206,Adoption
14207,Return to Owner
14208,Euthanasia
14209,Adoption
14210,Adoption
14211,Transfer
14212,Return to Owner
14213,Return to Owner
14214,Adoption
14215,Adoption
14216,Adoption
14217,Return to Owner
14218,Transfer
14219,Adoption
14220,Adoption
14221,Transfer
14222,Adoption
14223,Adoption
14224,Adoption
14225,Transfer
14226,Adoption
14227,Adoption
14228,Adoption
14229,Return to Owner
14230,Transfer
14231,Adoption
14232,Adoption
14233,Adoption
14234,Transfer
14235,Return to Owner
14236,Return to Owner
14237,Return to Owner
14238,Adoption
14239,Transfer
14240,Adoption
14241,Adoption
14242,Adoption
14243,Adoption
14244,Adoption
14245,Adoption
14246,Adoption
14247,Return to Owner
14248,Transfer
14249,Adoption
14250,Return to Owner
14251,Adoption
14252,Adoption
14253,Return to Owner
14254,Adoption
14255,Adoption
14256,Adoption
14257,Adoption
14258,Transfer
14259,Return to Owner
14260,Adoption
14261,Adoption
14262,Adoption
14263,Adoption
14264,Transfer
14265,Euthanasia
14266,Adoption
14267,Adoption
14268,Adoption
14269,Transfer
14270,Adoption
14271,Transfer
14272,Adoption
14273,Transfer
14274,Adoption
14275,Adoption
14276,Return to Owner
14277,Adoption
14278,Return to Owner
14279,Transfer
14280,Adoption
14281,Adoption
14282,Transfer
14283,Transfer
14284,Return to Owner
14285,Adoption
14286,Adoption
14287,Return to Owner
14288,Transfer
14289,Adoption
14290,Adoption
14291,Adoption
14292,Transfer
14293,Return to Owner
14294,Transfer
14295,Adoption
14296,Adoption
14297,Adoption
14298,Return to Owner
14299,Return to Owner
14300,Adoption
14301,Adoption
14302,Adoption
14303,Adoption
14304,Adoption
14305,Adoption
14306,Adoption
14307,Adoption
14308,Return to Owner
14309,Transfer
14310,Transfer
14311,Adoption
14312,Adoption
14313,Transfer
14314,Return to Owner
14315,Adoption
14316,Euthanasia
14317,Adoption
14318,Return to Owner
14319,Adoption
14320,Transfer
14321,Adoption
14322,Transfer
14323,Transfer
14324,Adoption
14325,Return to Owner
14326,Adoption
14327,Transfer
14328,Adoption
14329,Adoption
14330,Transfer
14331,Adoption
14332,Adoption
14333,Adoption
14334,Adoption
14335,Adoption
14336,Adoption
14337,Adoption
14338,Adoption
14339,Transfer
14340,Return to Owner
14341,Adoption
14342,Return to Owner
14343,Return to Owner
14344,Adoption
14345,Return to Owner
14346,Transfer
14347,Transfer
14348,Adoption
14349,Adoption
14350,Adoption
14351,Adoption
14352,Transfer
14353,Adoption
14354,Transfer
14355,Transfer
14356,Transfer
14357,Adoption
14358,Adoption
14359,Adoption
14360,Adoption
14361,Transfer
14362,Adoption
14363,Return to Owner
